image_path,breed,label
cattle\Shweta Kapila\image_168x300_30.jpg,Shweta Kapila,41
cattle\gaolao\0169.jpg,gaolao,51
cattle\Alambadi\Alambadi_36.png,Alambadi,0
cattle\Khariar\image_300x168_3 (2).jpg,Khariar,19
cattle\Kenkatha\image_260x194_4.jpg,Kenkatha,18
cattle\Purnea\image_194x259_49.jpg,Purnea,35
cattle\Holstein_Friesian\Holstein_Friesian_144.jpg,Holstein_Friesian,13
cattle\bhelai\Screenshot 2025-09-24 183252.png,bhelai,48
cattle\Punganur\image_168x300_21.jpg,Punganur,34
cattle\Ongole\Ongole_85.png,Ongole,31
cattle\Nari\image_225x225_38.jpg,Nari,30
cattle\Khariar\image_275x183_6.jpg,Khariar,19
cattle\Hariana\Hariana_120.png,Hariana,11
cattle\Vechur\00000117.jpg,Vechur,45
cattle\Mewati\image_259x194_9 (2).jpg,Mewati,27
cattle\Red_Dane\Red_Dane_109.jpg,Red_Dane,38
cattle\gaolao\Ongole_75.png,gaolao,51
cattle\bachaur\image_225x225_6.jpg,bachaur,46
cattle\Malnad_gidda\00000043.jpg,Malnad_gidda,26
cattle\Red_Sindhi\Red_Sindhi_53.jpg,Red_Sindhi,39
cattle\Himachali Pahari\image_259x194_7 (2).jpg,Himachali Pahari,12
cattle\Nari\image_299x168_51.jpg,Nari,30
cattle\Tharparkar\Tharparkar_165.png,Tharparkar,42
cattle\Ongole\Ongole_167.png,Ongole,31
cattle\Alambadi\Alambadi_25.png,Alambadi,0
cattle\Khariar\image_259x194_3.jpg,Khariar,19
cattle\gangatari\image_259x194_26.jpg,gangatari,50
cattle\Mewati\image_259x194_7.jpg,Mewati,27
cattle\Vechur\00000012.jpg,Vechur,45
cattle\Red_Sindhi\Red_Sindhi_103.jpg,Red_Sindhi,39
cattle\Sahiwal\Sahiwal_325.jpg,Sahiwal,40
cattle\Khillari\Khillari_19.png,Khillari,20
cattle\Jersey\Jersey_187.jpg,Jersey,15
cattle\Hallikar\Hallikar_13.jpg,Hallikar,10
cattle\Umblachery\Umblachery_50.png,Umblachery,44
cattle\gangatari\_ (6).jpg,gangatari,50
cattle\Holstein_Friesian\Holstein_Friesian_74.jpg,Holstein_Friesian,13
cattle\Purnea\image_299x168_52 (2).jpg,Purnea,35
cattle\Kosali\image_283x178_4.jpg,Kosali,22
cattle\dagri\image_259x194_16 (2).jpg,dagri,49
cattle\Umblachery\Umblachery_37.jpg,Umblachery,44
cattle\ghumsari\image_168x300_10 (2).jpg,ghumsari,52
cattle\Kenkatha\image_205x161_60.jpg,Kenkatha,18
cattle\gangatari\Screenshot 2025-09-24 191754.png,gangatari,50
cattle\Ayrshire\Ayrshire_206.jpg,Ayrshire,2
cattle\Guernsey\Guernsey_104.jpg,Guernsey,9
cattle\Kosali\image_226x223_6.jpg,Kosali,22
cattle\Red_Sindhi\Red_Sindhi_10.png,Red_Sindhi,39
cattle\Brown_Swiss\Brown_Swiss_201.jpg,Brown_Swiss,5
cattle\Ladakhi\image_225x225_4.jpg,Ladakhi,24
cattle\Red_Sindhi\Red_Sindhi_96.jpg,Red_Sindhi,39
cattle\Red_Dane\Red_Dane_94.jpg,Red_Dane,38
cattle\Kosali\image_259x194_7.jpg,Kosali,22
cattle\Holstein_Friesian\Holstein_Friesian_236.jpg,Holstein_Friesian,13
cattle\Red kandhari\image_275x183_13.jpg,Red kandhari,37
cattle\Red_Dane\Red_Dane_137.jpg,Red_Dane,38
cattle\Gir\Gir_83.jpg,Gir,8
cattle\Tharparkar\Tharparkar_85.jpg,Tharparkar,42
cattle\siri\image_300x168_58.jpg,siri,58
cattle\bachaur\image_250x201_34.jpg,bachaur,46
cattle\Ongole\Ongole_129.jpg,Ongole,31
cattle\Red_Sindhi\Red_Sindhi_12.png,Red_Sindhi,39
cattle\Khariar\image_259x194_14.jpg,Khariar,19
cattle\bachaur\image_265x190_33.jpg,bachaur,46
cattle\Ongole\Ongole_12.jpg,Ongole,31
cattle\Mewati\image_259x194_17 (2).jpg,Mewati,27
cattle\Holstein_Friesian\Holstein_Friesian_303.jpg,Holstein_Friesian,13
cattle\bhelai\ezgif-frame-096.jpg,bhelai,48
cattle\Gir\Gir_357.png,Gir,8
cattle\badri\image_187x269_54.jpg,badri,47
cattle\Hallikar\Hallikar_23.jpg,Hallikar,10
cattle\dagri\image_225x225_42.jpg,dagri,49
cattle\Shweta Kapila\image_266x190_25.jpg,Shweta Kapila,41
cattle\Kangayam\image_168x300_28.jpg,Kangayam,16
cattle\Nagpuri\Nagpuri_13.jpg,Nagpuri,29
cattle\Ongole\Ongole_82.png,Ongole,31
cattle\Umblachery\image_168x300_40.jpg,Umblachery,44
cattle\Deoni\Deoni_39.png,Deoni,7
cattle\Punganur\image_259x194_38.jpg,Punganur,34
cattle\Purnea\image_259x194_9 (5).jpg,Purnea,35
cattle\Jersey\Jersey_27.jpg,Jersey,15
cattle\Ayrshire\Ayrshire_6.jpg,Ayrshire,2
cattle\Khillari\Khillari_96.jpg,Khillari,20
cattle\Ongole\Ongole_128.png,Ongole,31
cattle\Purnea\image_270x187_38 (2).jpg,Purnea,35
cattle\bachaur\image_184x274_61.jpg,bachaur,46
cattle\Brown_Swiss\Brown_Swiss_46.jpg,Brown_Swiss,5
cattle\Gir\Gir_63.jpg,Gir,8
cattle\Red_Sindhi\Red_Sindhi_77.jpg,Red_Sindhi,39
cattle\bachaur\image_210x240_70.jpg,bachaur,46
cattle\bhelai\ezgif-frame-132.jpg,bhelai,48
cattle\bhelai\image_50x50_1 (2).jpg,bhelai,48
cattle\siri\image_225x225_48 (2).jpg,siri,58
cattle\thutho\image_249x202_58.jpg,thutho,59
cattle\siri\image_225x225_47 (2).jpg,siri,58
cattle\Banni\00000278.jpg,Banni,3
cattle\Ayrshire\Ayrshire_126.jpg,Ayrshire,2
cattle\Deoni\Deoni_23.jpg,Deoni,7
cattle\Hariana\Hariana_97.png,Hariana,11
cattle\Umblachery\Umblachery_9.png,Umblachery,44
cattle\Umblachery\Umblachery_60.jpg,Umblachery,44
cattle\Murrah\Murrah_148.jpg,Murrah,28
cattle\Sahiwal\Sahiwal_388.jpg,Sahiwal,40
cattle\Vechur\00000196.jpeg,Vechur,45
cattle\Hallikar\Hallikar_34.png,Hallikar,10
cattle\Hallikar\Hallikar_38.png,Hallikar,10
cattle\Purnea\image_245x206_54.jpg,Purnea,35
cattle\ponwar\image_268x188_37.jpg,ponwar,57
cattle\bhelai\ezgif-frame-067.jpg,bhelai,48
cattle\Dangi\image_259x194_9.jpg,Dangi,6
cattle\Amritmahal\Amritmahal_90.jpg,Amritmahal,1
cattle\ponwar\image_275x183_41.jpg,ponwar,57
cattle\Kenkatha\image_168x300_52.jpg,Kenkatha,18
cattle\Purnea\image_259x194_6 (2).jpg,Purnea,35
cattle\Himachali Pahari\image_225x225_34.jpg,Himachali Pahari,12
cattle\Poda Thirupu\image_259x194_9 (2).jpg,Poda Thirupu,32
cattle\Kenkatha\image_257x196_5.jpg,Kenkatha,18
cattle\Holstein_Friesian\Holstein_Friesian_264.jpg,Holstein_Friesian,13
cattle\Pulikulam\Pulikulam_106.png,Pulikulam,33
cattle\bachaur\image_250x167_60.jpg,bachaur,46
cattle\Jaffrabadi\Jaffrabadi_85.jpg,Jaffrabadi,14
cattle\gaolao\Cow_Suffering_Lumpy_Skin_Disease_Jaipur_.jpg,gaolao,51
cattle\Purnea\image_259x194_42.jpg,Purnea,35
cattle\Holstein_Friesian\Holstein_Friesian_309.jpg,Holstein_Friesian,13
cattle\Kangayam\image_170x255_56.jpg,Kangayam,16
cattle\Gir\Gir_258.jpg,Gir,8
cattle\Jaffrabadi\Jaffrabadi_11.png,Jaffrabadi,14
cattle\Lakhimi\image_300x168_36.jpg,Lakhimi,25
cattle\Red kandhari\image_275x183_10 (2).jpg,Red kandhari,37
cattle\ghumsari\image_194x259_47.jpg,ghumsari,52
cattle\Dangi\00000160.jpg,Dangi,6
cattle\Holstein_Friesian\Holstein_Friesian_247.jpg,Holstein_Friesian,13
cattle\siri\image_259x194_12.jpg,siri,58
cattle\Punganur\image_168x300_8.jpg,Punganur,34
cattle\Purnea\image_275x183_42 (2).jpg,Purnea,35
cattle\Vechur\Screenshot (291).png,Vechur,45
cattle\Banni\00000126.jpg,Banni,3
cattle\Holstein_Friesian\Holstein_Friesian_59.jpg,Holstein_Friesian,13
cattle\Holstein_Friesian\Holstein_Friesian_321.jpg,Holstein_Friesian,13
cattle\Dangi\Screenshot (359).png,Dangi,6
cattle\Kangayam\Kangayam_63.jpg,Kangayam,16
cattle\Kankrej\Kankrej_82.png,Kankrej,17
cattle\gaolao\Breeds_of_cattle_in_india_PPTX.jpg,gaolao,51
cattle\ponwar\image_310x163_36.jpg,ponwar,57
cattle\Dangi\00000064.jpg,Dangi,6
cattle\Vechur\Screenshot (264).png,Vechur,45
cattle\Toda\Toda_17.jpg,Toda,43
cattle\Banni\00000088.jpg,Banni,3
cattle\Tharparkar\Tharparkar_66.jpg,Tharparkar,42
cattle\Sahiwal\Sahiwal_237.jpg,Sahiwal,40
cattle\Khariar\image_259x194_28.jpg,Khariar,19
cattle\Konkan Kapila\image_258x195_13.jpg,Konkan Kapila,21
cattle\thutho\image_100x100_60.jpg,thutho,59
cattle\ponwar\image_266x190_2.jpg,ponwar,57
cattle\Gir\Gir_195.jpg,Gir,8
cattle\motu\image_194x259_62.jpg,motu,55
cattle\Punganur\Decoding_the_Punganur_Breed_Why_These_ (1).jpg,Punganur,34
cattle\ponwar\image_223x226_49.jpg,ponwar,57
cattle\Krishna_Valley\Krishna_Valley_61.jpg,Krishna_Valley,23
cattle\Kosali\image_259x194_10 (2).jpg,Kosali,22
cattle\Brown_Swiss\Brown_Swiss_217.jpg,Brown_Swiss,5
cattle\Poda Thirupu\image_242x208_49.jpg,Poda Thirupu,32
cattle\gaolao\0209.jpg,gaolao,51
cattle\siri\image_303x166_62.jpg,siri,58
cattle\Umblachery\image_195x259_39.jpg,Umblachery,44
cattle\Purnea\image_259x194_2 (2).jpg,Purnea,35
cattle\Kangayam\Kangayam_82.png,Kangayam,16
cattle\Brown_Swiss\Brown_Swiss_79.jpg,Brown_Swiss,5
cattle\Dangi\image_187x269_56.jpg,Dangi,6
cattle\Kangayam\Kangayam_51.jpg,Kangayam,16
cattle\Murrah\Murrah_162.jpg,Murrah,28
cattle\Sahiwal\Sahiwal_338.png,Sahiwal,40
cattle\Sahiwal\Sahiwal_348.jpg,Sahiwal,40
cattle\thutho\image_225x225_49.jpg,thutho,59
cattle\Red kandhari\image_284x177_62.jpg,Red kandhari,37
cattle\ghumsari\image_168x300_10.jpg,ghumsari,52
cattle\Amritmahal\Amritmahal_76.png,Amritmahal,1
cattle\badri\Native_Cow_Breeds_ (3).jpg,badri,47
cattle\Shweta Kapila\image_200x150_63.jpg,Shweta Kapila,41
cattle\Nagpuri\Nagpuri_96.jpg,Nagpuri,29
cattle\nagori\image_259x194_31.jpg,nagori,56
cattle\Brown_Swiss\Brown_Swiss_199.jpg,Brown_Swiss,5
cattle\Toda\Toda_69.jpg,Toda,43
cattle\Umblachery\Umblachery_73.png,Umblachery,44
cattle\ponwar\image_300x168_6.jpg,ponwar,57
cattle\Bargur\image_300x168_36.jpg,Bargur,4
cattle\Gir\Gir_136.jpg,Gir,8
cattle\Ladakhi\image_245x206_1.jpg,Ladakhi,24
cattle\Dangi\00000152.jpg,Dangi,6
cattle\Jersey\Jersey_41.jpg,Jersey,15
cattle\Poda Thirupu\image_300x168_3.jpg,Poda Thirupu,32
cattle\malvi\image_225x225_8.jpg,malvi,54
cattle\Purnea\image_225x225_56.jpg,Purnea,35
cattle\Krishna_Valley\Krishna_Valley_31.jpg,Krishna_Valley,23
cattle\Red_Dane\Red_Dane_54.jpg,Red_Dane,38
cattle\Himachali Pahari\image_194x259_4 (2).jpg,Himachali Pahari,12
cattle\Krishna_Valley\Krishna_Valley_2.jpg,Krishna_Valley,23
cattle\Vechur\00000068.jpg,Vechur,45
cattle\Red kandhari\image_299x168_43.jpg,Red kandhari,37
cattle\ponwar\image_259x194_45.jpg,ponwar,57
cattle\Pulikulam\Pulikulam_33.png,Pulikulam,33
cattle\Hallikar\Hallikar_5.jpg,Hallikar,10
cattle\Sahiwal\Sahiwal_370.png,Sahiwal,40
cattle\Brown_Swiss\Brown_Swiss_6.jpg,Brown_Swiss,5
cattle\Kenkatha\image_188x268_6.jpg,Kenkatha,18
cattle\malvi\image_256x197_25.jpg,malvi,54
cattle\Holstein_Friesian\Holstein_Friesian_244.jpg,Holstein_Friesian,13
cattle\Sahiwal\Sahiwal_317.jpg,Sahiwal,40
cattle\Shweta Kapila\image_168x299_59.jpg,Shweta Kapila,41
cattle\Gir\Gir_291.jpg,Gir,8
cattle\Murrah\Murrah_106.jpg,Murrah,28
cattle\Malnad_gidda\Screenshot (1113).png,Malnad_gidda,26
cattle\Gir\Gir_5.jPG,Gir,8
cattle\Alambadi\Alambadi_90.png,Alambadi,0
cattle\nagori\image_260x194_22.jpg,nagori,56
cattle\Ayrshire\Ayrshire_176.jpg,Ayrshire,2
cattle\Gir\Gir_305.jpg,Gir,8
cattle\Nari\image_263x191_47.jpg,Nari,30
cattle\Holstein_Friesian\Holstein_Friesian_219.jpg,Holstein_Friesian,13
cattle\Banni\00000129.jpg,Banni,3
cattle\kherigarh\image_225x225_5.jpg,kherigarh,53
cattle\Jaffrabadi\Jaffrabadi_24.png,Jaffrabadi,14
cattle\Ongole\Ongole_72.jpg,Ongole,31
cattle\ponwar\image_276x183_37.jpg,ponwar,57
cattle\Himachali Pahari\63_Himachali_pahari_BREED_OF_COW_breed.jpg,Himachali Pahari,12
cattle\Gir\Gir_46.jpg,Gir,8
cattle\Pulikulam\Pulikulam_89.jpg,Pulikulam,33
cattle\Khillari\Khillari_47.png,Khillari,20
cattle\Sahiwal\Sahiwal_440.jpg,Sahiwal,40
cattle\Poda Thirupu\image_226x223_47.jpg,Poda Thirupu,32
cattle\Mewati\image_168x300_15.jpg,Mewati,27
cattle\badri\image_168x300_13.jpg,badri,47
cattle\Murrah\Murrah_116.jpg,Murrah,28
cattle\Alambadi\Alambadi_63.jpg,Alambadi,0
cattle\bhelai\ezgif-frame-014.jpg,bhelai,48
cattle\dagri\ezgif-frame-068.jpg,dagri,49
cattle\Brown_Swiss\Brown_Swiss_43.jpg,Brown_Swiss,5
cattle\Hariana\Hariana_9.jpg,Hariana,11
cattle\dagri\illegal_slaughter_of_livestock_doubles_.jpg,dagri,49
cattle\Bargur\Bargur_20.png,Bargur,4
cattle\Pulikulam\Pulikulam_68.jpg,Pulikulam,33
cattle\Red kandhari\image_300x168_32.jpg,Red kandhari,37
cattle\bachaur\Department_of_animal_husbandry_and_dairying.jpg,bachaur,46
cattle\Nari\image_299x168_62.jpg,Nari,30
cattle\Jersey\Jersey_33.jpg,Jersey,15
cattle\Red kandhari\image_267x189_8.jpg,Red kandhari,37
cattle\motu\image_299x168_37.jpg,motu,55
cattle\Khillari\Khillari_32.jpg,Khillari,20
cattle\Kenkatha\image_168x300_16.jpg,Kenkatha,18
cattle\malvi\image_348x145_75.jpg,malvi,54
cattle\Kangayam\image_168x300_38.jpg,Kangayam,16
cattle\Poda Thirupu\image_237x213_64.jpg,Poda Thirupu,32
cattle\Murrah\Murrah_98.png,Murrah,28
cattle\Jersey\Jersey_121.jpg,Jersey,15
cattle\Nari\image_174x289_59.jpg,Nari,30
cattle\Gir\Gir_240.jpg,Gir,8
cattle\Lakhimi\image_299x168_40 (2).jpg,Lakhimi,25
cattle\Gir\Gir_11.jPG,Gir,8
cattle\Rathi\00000111.jpg,Rathi,36
cattle\Holstein_Friesian\Holstein_Friesian_21.jpg,Holstein_Friesian,13
cattle\Jersey\Jersey_106.jpg,Jersey,15
cattle\Himachali Pahari\image_259x194_7.jpg,Himachali Pahari,12
cattle\Umblachery\Umblachery_31.png,Umblachery,44
cattle\Khariar\Screenshot 2025-09-24 223541.png,Khariar,19
cattle\Ladakhi\image_225x225_5.jpg,Ladakhi,24
cattle\Malnad_gidda\00000190.jpg,Malnad_gidda,26
cattle\ponwar\image_259x194_7.jpg,ponwar,57
cattle\Murrah\Murrah_42.jpg,Murrah,28
cattle\Poda Thirupu\image_259x194_14 (2).jpg,Poda Thirupu,32
cattle\Punganur\image_225x225_51.jpg,Punganur,34
cattle\Kankrej\Kankrej_9.jpg,Kankrej,17
cattle\malvi\image_168x300_68.jpg,malvi,54
cattle\Punganur\image_299x168_13.jpg,Punganur,34
cattle\dagri\image_225x225_40.jpg,dagri,49
cattle\Tharparkar\Tharparkar_33.jpg,Tharparkar,42
cattle\Sahiwal\Sahiwal_180.png,Sahiwal,40
cattle\ghumsari\image_168x300_12 (2).jpg,ghumsari,52
cattle\ghumsari\image_168x300_1.jpg,ghumsari,52
cattle\Kankrej\Kankrej_131.jpg,Kankrej,17
cattle\Red kandhari\image_168x300_56.jpg,Red kandhari,37
cattle\ponwar\image_251x201_4.jpg,ponwar,57
cattle\gaolao\Maharashtra_Livestock_Development_Board.jpg,gaolao,51
cattle\Vechur\Screenshot (274).png,Vechur,45
cattle\Alambadi\Alambadi_33.png,Alambadi,0
cattle\Jersey\Jersey_139.jpg,Jersey,15
cattle\Banni\00000013.jpeg,Banni,3
cattle\Murrah\Murrah_159.jpg,Murrah,28
cattle\Hallikar\Hallikar_132.jpg,Hallikar,10
cattle\Shweta Kapila\image_259x194_19.jpg,Shweta Kapila,41
cattle\Jersey\Jersey_110.jpg,Jersey,15
cattle\kherigarh\image_181x279_1.jpg,kherigarh,53
cattle\Gir\Gir_232.jpg,Gir,8
cattle\Red_Dane\Red_Dane_62.jpg,Red_Dane,38
cattle\Shweta Kapila\image_259x194_34.jpg,Shweta Kapila,41
cattle\motu\image_275x183_53 (2).jpg,motu,55
cattle\Purnea\image_259x194_18 (4).jpg,Purnea,35
cattle\Umblachery\image_168x300_44.jpg,Umblachery,44
cattle\Jersey\Jersey_65.jpg,Jersey,15
cattle\Kenkatha\image_275x183_44.jpg,Kenkatha,18
cattle\Jersey\Jersey_79.jpg,Jersey,15
cattle\siri\image_259x194_12 (2).jpg,siri,58
cattle\Himachali Pahari\Pahadi_Cow_ghee_Himhaat.jpg,Himachali Pahari,12
cattle\Holstein_Friesian\Holstein_Friesian_40.jpg,Holstein_Friesian,13
cattle\Jersey\Jersey_49.jpg,Jersey,15
cattle\Nagpuri\Nagpuri_106.jpg,Nagpuri,29
cattle\Tharparkar\Tharparkar_146.jpg,Tharparkar,42
cattle\Holstein_Friesian\Holstein_Friesian_129.jpg,Holstein_Friesian,13
cattle\Bargur\Bargur_54.png,Bargur,4
cattle\Red_Dane\Red_Dane_44.jpg,Red_Dane,38
cattle\motu\image_194x259_47.jpg,motu,55
cattle\Jersey\Jersey_103.jpg,Jersey,15
cattle\bhelai\ezgif-frame-045.jpg,bhelai,48
cattle\Gir\Gir_188.jpg,Gir,8
cattle\bachaur\image_318x159_2.jpg,bachaur,46
cattle\Tharparkar\Tharparkar_188.png,Tharparkar,42
cattle\Alambadi\Alambadi_41.png,Alambadi,0
cattle\Vechur\00000113.JPG,Vechur,45
cattle\Gir\Gir_344.png,Gir,8
cattle\Ayrshire\Ayrshire_44.jpg,Ayrshire,2
cattle\dagri\Visually_searched_image.jpg,dagri,49
cattle\Khariar\image_259x194_27.jpg,Khariar,19
cattle\Red kandhari\image_267x189_6.jpg,Red kandhari,37
cattle\Shweta Kapila\image_225x225_35.jpg,Shweta Kapila,41
cattle\Rathi\00000380.jpeg,Rathi,36
cattle\Rathi\00000113.JPG,Rathi,36
cattle\Tharparkar\Tharparkar_28.png,Tharparkar,42
cattle\malvi\image_236x201_67.jpg,malvi,54
cattle\gangatari\image_259x194_28.jpg,gangatari,50
cattle\Red_Dane\Red_Dane_19.jpg,Red_Dane,38
cattle\Kangayam\image_225x225_17.jpg,Kangayam,16
cattle\Brown_Swiss\Brown_Swiss_5.jpg,Brown_Swiss,5
cattle\ghumsari\image_168x300_8 (3).jpg,ghumsari,52
cattle\Holstein_Friesian\Holstein_Friesian_288.jpg,Holstein_Friesian,13
cattle\Red kandhari\image_280x180_10.jpg,Red kandhari,37
cattle\Himachali Pahari\image_194x259_11.jpg,Himachali Pahari,12
cattle\Kosali\image_322x157_1.jpg,Kosali,22
cattle\Hallikar\Hallikar_95.png,Hallikar,10
cattle\Nagpuri\Nagpuri_91.jpg,Nagpuri,29
cattle\Kosali\image_265x190_2.jpg,Kosali,22
cattle\thutho\image_259x194_9.jpg,thutho,59
cattle\nagori\image_242x209_48.jpg,nagori,56
cattle\Jaffrabadi\Jaffrabadi_70.png,Jaffrabadi,14
cattle\Khillari\Khillari_86.png,Khillari,20
cattle\Gir\Gir_213.jpg,Gir,8
cattle\Alambadi\Alambadi_13.png,Alambadi,0
cattle\Hariana\Hariana_121.jpg,Hariana,11
cattle\Red kandhari\image_321x157_56.jpg,Red kandhari,37
cattle\ponwar\image_259x194_20.jpg,ponwar,57
cattle\Umblachery\Visually_searched_image.jpg,Umblachery,44
cattle\Mewati\image_300x168_33.jpg,Mewati,27
cattle\gangatari\Screenshot 2025-09-24 191640.png,gangatari,50
cattle\Purnea\image_259x194_4 (2).jpg,Purnea,35
cattle\Ladakhi\image_248x203_56.jpg,Ladakhi,24
cattle\Umblachery\image_225x224_29 (2).jpg,Umblachery,44
cattle\nagori\image_152x331_56.jpg,nagori,56
cattle\bhelai\Screenshot 2025-09-24 181148.png,bhelai,48
cattle\Red_Sindhi\Red_Sindhi_86.jpg,Red_Sindhi,39
cattle\kherigarh\image_318x159_1.jpeg,kherigarh,53
cattle\Gir\Gir_90.jpg,Gir,8
cattle\Krishna_Valley\Krishna_Valley_56.jpg,Krishna_Valley,23
cattle\Brown_Swiss\Brown_Swiss_58.jpg,Brown_Swiss,5
cattle\malvi\image_193x261_67.jpg,malvi,54
cattle\Purnea\image_259x194_8 (2).jpg,Purnea,35
cattle\Jersey\Jersey_188.jpg,Jersey,15
cattle\bhelai\Screenshot 2025-09-24 183121.png,bhelai,48
cattle\Deoni\Deoni_57.jpg,Deoni,7
cattle\Red_Sindhi\Red_Sindhi_3.JPG,Red_Sindhi,39
cattle\Umblachery\image_259x194_16 (3).jpg,Umblachery,44
cattle\ponwar\image_194x259_51.jpg,ponwar,57
cattle\Hariana\Hariana_48.jpg,Hariana,11
cattle\Ongole\Ongole_34.png,Ongole,31
cattle\Lakhimi\image_200x142_57 (2).jpg,Lakhimi,25
cattle\Pulikulam\Pulikulam_116.jpg,Pulikulam,33
cattle\Ladakhi\Visually_searched_image (2).jpg,Ladakhi,24
cattle\Sahiwal\Sahiwal_399.jpg,Sahiwal,40
cattle\Gir\Gir_3.JPG,Gir,8
cattle\Mewati\image_300x168_39.jpg,Mewati,27
cattle\Krishna_Valley\Krishna_Valley_136.jpg,Krishna_Valley,23
cattle\Brown_Swiss\Brown_Swiss_105.jpg,Brown_Swiss,5
cattle\Khariar\image_300x168_5 (3).jpg,Khariar,19
cattle\Gir\Gir_25.jpg,Gir,8
cattle\Sahiwal\Sahiwal_398.jpg,Sahiwal,40
cattle\siri\image_205x161_36.jpg,siri,58
cattle\Khariar\image_168x300_6.jpg,Khariar,19
cattle\Nagpuri\Nagpuri_137.jpg,Nagpuri,29
cattle\malvi\image_259x194_2.jpg,malvi,54
cattle\Krishna_Valley\Krishna_Valley_72.jpg,Krishna_Valley,23
cattle\Ayrshire\Ayrshire_86.jpg,Ayrshire,2
cattle\Red_Sindhi\Red_Sindhi_62.jpg,Red_Sindhi,39
cattle\Deoni\Deoni_82.jpg,Deoni,7
cattle\Ladakhi\image_241x209_3.jpg,Ladakhi,24
cattle\ghumsari\image_168x300_15.jpg,ghumsari,52
cattle\motu\image_250x202_3 (2).jpg,motu,55
cattle\thutho\image_275x183_52.jpg,thutho,59
cattle\Kosali\image_168x300_11.jpg,Kosali,22
cattle\bhelai\ezgif-frame-012.jpg,bhelai,48
cattle\Guernsey\Guernsey_5.jpg,Guernsey,9
cattle\Ongole\Ongole_66.png,Ongole,31
cattle\Bargur\Bargur_30.png,Bargur,4
cattle\ponwar\image_275x183_40.jpg,ponwar,57
cattle\Toda\Toda_96.jpg,Toda,43
cattle\Gir\Gir_279.jpg,Gir,8
cattle\Tharparkar\Tharparkar_49.jpg,Tharparkar,42
cattle\Holstein_Friesian\Holstein_Friesian_185.jpg,Holstein_Friesian,13
cattle\Holstein_Friesian\Holstein_Friesian_272.jpg,Holstein_Friesian,13
cattle\gaolao\0094.jpg,gaolao,51
cattle\kherigarh\image_245x206_2.jpg,kherigarh,53
cattle\Holstein_Friesian\Holstein_Friesian_191.jpg,Holstein_Friesian,13
cattle\Purnea\image_221x228_43.jpg,Purnea,35
cattle\Umblachery\image_259x194_21 (2).jpg,Umblachery,44
cattle\Ayrshire\Ayrshire_171.jpg,Ayrshire,2
cattle\Deoni\Screenshot 2025-09-25 031954.png,Deoni,7
cattle\Lakhimi\image_299x168_40.jpg,Lakhimi,25
cattle\Murrah\Murrah_84.jpg,Murrah,28
cattle\Sahiwal\Sahiwal_297.jpg,Sahiwal,40
cattle\Shweta Kapila\image_275x183_48.jpg,Shweta Kapila,41
cattle\Ongole\Ongole_95.png,Ongole,31
cattle\ponwar\image_125x83_67.jpg,ponwar,57
cattle\Ladakhi\image_246x204_4.jpg,Ladakhi,24
cattle\Gir\Gir_196.png,Gir,8
cattle\motu\image_259x194_14 (3).jpg,motu,55
cattle\Gir\Gir_206.jpg,Gir,8
cattle\Hariana\Hariana_90.png,Hariana,11
cattle\Sahiwal\Sahiwal_73.png,Sahiwal,40
cattle\Dangi\image_275x183_49.jpg,Dangi,6
cattle\Mewati\image_259x194_6 (3).jpg,Mewati,27
cattle\Holstein_Friesian\Holstein_Friesian_183.jpg,Holstein_Friesian,13
cattle\Gir\Gir_356.png,Gir,8
cattle\thutho\image_276x183_60.jpg,thutho,59
cattle\ponwar\Visually_searched_image (3).jpg,ponwar,57
cattle\Dangi\image_168x300_44.jpg,Dangi,6
cattle\Hariana\Hariana_105.jpg,Hariana,11
cattle\Himachali Pahari\image_225x225_4.jpg,Himachali Pahari,12
cattle\Deoni\Deoni_24.jpg,Deoni,7
cattle\Dangi\image_259x194_25.jpg,Dangi,6
cattle\Punganur\Punganur_Cows.jpg,Punganur,34
cattle\nagori\image_225x225_41.jpg,nagori,56
cattle\gangatari\Screenshot 2025-09-24 191447.png,gangatari,50
cattle\Kankrej\Kankrej_21.png,Kankrej,17
cattle\Mewati\image_187x269_43.jpg,Mewati,27
cattle\Holstein_Friesian\Holstein_Friesian_212.jpg,Holstein_Friesian,13
cattle\Brown_Swiss\Brown_Swiss_18.jpg,Brown_Swiss,5
cattle\Ongole\Ongole_108.png,Ongole,31
cattle\Himachali Pahari\image_259x194_5.jpg,Himachali Pahari,12
cattle\Sahiwal\Sahiwal_30.jpg,Sahiwal,40
cattle\malvi\image_168x300_58.jpg,malvi,54
cattle\Mewati\image_224x225_49.jpg,Mewati,27
cattle\Himachali Pahari\Black_Hf_Cow_at_4500000_INR_in_Karnal_.jpg,Himachali Pahari,12
cattle\Gir\Gir_193.png,Gir,8
cattle\Mewati\image_259x194_23.jpg,Mewati,27
cattle\Gir\Gir_368.png,Gir,8
cattle\Sahiwal\Sahiwal_408.jpg,Sahiwal,40
cattle\Sahiwal\Sahiwal_246.jpg,Sahiwal,40
cattle\thutho\image_247x204_57.jpg,thutho,59
cattle\bachaur\Untitled.jpg,bachaur,46
cattle\Nagpuri\Nagpuri_132.jpg,Nagpuri,29
cattle\Murrah\Murrah_64.jpg,Murrah,28
cattle\Hallikar\Hallikar_97.jpg,Hallikar,10
cattle\kherigarh\image_278x181_7 (2).jpg,kherigarh,53
